,Unnamed: 0,title,company,salary,summary,location
760,10,newData Analytics Consultant,Deloitte,,"Perform day-to-day quantitative risk analysis including the development, maintenance, and operations of a suite of advanced analytical, econometric, and AI…",
761,11,Senior Visual Designer,"Logical Design Solutions, Inc.",,"Is a natural leader, who can advocate for good design outcomes and manage junior designers in supporting design research and execution.",
762,12,Data Analyst,Dow Jones,,"As a member of Dow Jones’ data unit, you will work closely with editors, product managers, engineers, designers, data scientists, and more in a lively,…",
763,13,Visual Designer,Edelman,,"You will support Design leads and design directors to develop high-quality visual solutions for a diverse set of clients across tech, healthcare, lifestyle, and…",
764,14,newCommunications Designer,IPG Mediabrands,,"You are responsible for helping to strategize, produce and make sense of the key media, consumer and market intelligence required to your clients’ connections…",
765,15,Customer Adaptation Designer,Volvo Group,,Serve as a designer in one or more technical areas with limited responsibility and ownership.Perform routine and less complex engineering support tasks that…,
766,16,newGraphic Designer for OCHA PB Publications,United Nations,,"The graphic designer will be engaged ""on retainer"" and will work remotely, receiving files electronically for formatting from the Policy Team.",
767,17,newData Analytics Consultant,Deloitte,,"Perform day-to-day quantitative risk analysis including the development, maintenance, and operations of a suite of advanced analytical, econometric, and AI…",
768,18,"Product Manager, Intelligence and Machine Learning, Coding T...",Google,,Bachelor's degree or equivalent practical experience.4 years of experience in product management with technical products.,
769,19,Senior Visual Designer,Droit,,"Using your passion for design and user empathy to create exceptional, best-in-class UX designs from concept to final implementation for our internal and…",
770,20,Creative Content Graphic Designer,Moody's,,"Moody’s Analytics provides financial intelligence and analytical tools supporting our clients’ growth, efficiency and risk management objectives.",
771,21,Senior Product Designer,Waybridge,,"As designers, we work closely with product and engineering to ensure the scope of what we design is flexible, powerful, easy to use, and shippable.",
772,22,Presentation Designer,KANTAR,,"Working primarily in PowerPoint, the designer will create client-ready, visually impactful reports, proposals, capabilities, and other deliverables in…",
773,23,"Manager, Business Intelligence, Strategic Initiatives",Amazon.com Services LLC,,"You will work alongside a dynamic group of business owners, Product Managers, UX designers, engineering where agility, teamwork, and creative thinking are…",
774,24,Brand Designer Manager,Augury,,"As a Brand Designer Manager, your primary role is to act as the design lead, owning projects while delivering work with brilliant creative ideas, exceptional…",
775,25,Sr. User Experience Designer,IBM,,"User experience designers create human-centered experiences by designing the structural, informational and feature foundation for products, services, and…",
776,26,Year ONE Program,WRG,,"In the Year ONE program you will rotate through WRG's specialisms, spending time in each of our teams; Environments, Events, and Delegate Experience.",
777,27,Senior Creative Designer,Dow Jones,,Experience of managing other designers and small teams.We are looking for a Freelance Senior Creative Designer to provide paternity coverage on a temporary…,
778,28,Oliver Wyman – Organizational Effectiveness – Associate (mul...,Oliver Wyman Group,,"High emotional intelligence and empathy for human behavior and organizational psychology.Using techniques such as co-creation, design thinking, advanced…",
779,29,Product User Experience Designer,NANOTRONICS IMAGING INC,,"Interest in physics, microscopy, hardware design, automation, artificial intelligence, and robotics a plus.The Nanotronics Product User Experience Designer is…",
780,30,Senior Product Designer,Waybridge,,"As designers, we work closely with product and engineering to ensure the scope of what we design is flexible, powerful, easy to use, and shippable.",
781,31,UI Designer,"Analytic Partners, Inc.",,The mission of the Product department is to build business intelligence applications to solve practical marketing analytics problems.,
782,32,Visual UI Designer,"Amazon Dev Center U.S., Inc.",,"6+ years of professional experience as a UI designer or interaction designer, visual designer, creative director, art director, or similar role.",
783,33,Creative Director,ClickDone,,High emotional intelligence and stress tolerance.Formal full-time UI/UX designer or developer experience.We’re looking for a seasoned creative director in New…,
784,34,User Experience Designer,Deloitte,,"As a User Experience Designer in Deloitte's Strategy & Analytics Hybrid Solutions & Incubation (HS&I) practice, you will play a critical role in designing the…",
785,35,Product Designer (Remote),Corporate Headquarters,,"As a member of a collaborative, cross-functional team, you will help define the concrete, tangible aspects of a product, from look-and-feel to discrete…",
786,36,Graphic Designer,Medidata Solutions,,"In this creative, hands-on Graphic Designer role, you will work closely with the Director, Design & Branding as well as the Global Marketing Campaigns, Events,…",
787,37,Program and Portfolio Strategist,Federal Reserve Bank of New York,,This position will offer workplace flexibility e.g. working remotely or on site as needed/ desired during the week.Experience with digital product management.,
788,38,Learning Experience Designer,Lemonade Insurance Company,,"3+ years professional experience in designing and developing learning experiences as an instructional designer, learning experience designer, learning architect…",
789,39,Lead Product Designer - Medical Guidance,Buoy Health,,"As Lead Product Designer on our Medical Guidance team, you will own the design thinking and execution for how Buoy will take in care seeker inputs like symptoms…",
790,40,Graphic Designer (Trim/Packaging) - Corp (Aeropostale/Lucky...,"SPARC Group, LLC",,Use trend intelligence and understanding of the current and historical business to design and execute specific categories.,
791,41,Motion Graphics Designer Quantum (NYC area or Remote),IBM,,We are looking for a motion graphics designer who can create animations explaining complex concepts that help users comprehend quantum computing basics.,
792,42,Instructional Designer,Ontra,,"They will have freedom to craft systems from the ground up and achieve high impact results.Combining people skills with technical business acumen, the right…",
793,43,newMarketplace Intelligence Analytics & Data Quality Manager,Deloitte,,"Collaborate effectively with researchers, developers, designers, and other analysts on the Marketplace Intelligence team.Active contributor to project teams.",
794,44,newAsst Dir – Product Designer (Greater NYC Preferred),Moody's,,5+ years of experience as a designer of mobile & web interfaces.Moody’s Analytics provides financial intelligence and analytical tools supporting our clients’…,
795,45,"SVP, Group Creative Director (Beauty Brands)",Edelman,,"Ability to build and lead a team of art directors, copywriters and designers, while also effectively collaborating with other internal and external teams.",
796,46,Frontend Engineer,Temboo,,"Temboo has been adopted as a teaching tool by over 150 universities worldwide, in courses ranging from traditional CS and engineering, to digital art and urban…",
797,47,Sr. User Experience Designer,IBM,,"User experience designers create human-centered experiences by designing the structural, informational and feature foundation for products, services, and…",
798,48,"Sr. Associate, Product Management, Card Intelligence",Capital One - US,,"You’ll collaborate with designers, technologists, data scientists and subject-matter experts to build cutting edge solutions to help customers.",
799,49,UX Designer,Siemens,,You care about our customers’ experience and have high emotional intelligence.You are a sophisticated UX Designer who can make 3D Simulation accessible to our…,
800,50,newConversational AI Lead,Deloitte,,"Work with engagement leadership, project managers, conversational AI architects, developers, UX designers, product managers, and fellow consultants to…",
801,51,Year ONE Program,WRG,,"In the Year ONE program you will rotate through WRG's specialisms, spending time in each of our teams; Environments, Events, and Delegate Experience.",
802,52,"Social Media and Blog Designer, AI Creative Design",Facebook App,,"The candidate will work closely with the creative director, producer, communications and marketing teams, product designers, and researchers at one of the world…",
803,53,newSmart Factory Experience Design and Delivery Consultant Nati...,Deloitte,,"For the purposes of the Deloitte Smart Factory experience, technologies may include robotics, analytics, and artificial intelligence, user interface design,…",
804,54,Technical Communications Designer,NBCUniversal,,Must be able to demonstrate emotional intelligence and judgment in complex and sensitive situations.The Technical Communications Designer is responsible for…,
805,55,Senior Visual Designer,"Logical Design Solutions, Inc.",,"Is a natural leader, who can advocate for good design outcomes and manage junior designers in supporting design research and execution.",
806,56,Senior Content Designer,Outreach,,"Partnering with a strong, fast-moving product team of designers, researchers, product managers, engineers, and others (based mainly out of Prague).",
807,57,"Chief of Staff, Revenue","Vox Media, LLC",,A strong communicator with high emotional intelligence.Vox Media's Revenue organization handles advertising and marketing partnerships with brands and agencies…,
808,58,"newQuantum Device Designer Engineer (Yorktown Heights, NY)",IBM,,"Key areas of interest include device design, layout, simulation and modeling of superconducting quantum processors, microwave filters and other Josephson…",
809,59,Artistic Director,American Ballet Theatre (ABT),,"Internal Leadership & Management: The Artistic Director will partner effectively with ABT’s Executive Director and lead the organization’s artistic staff,…",
810,60,Program and Portfolio Strategist,Federal Reserve Bank of New York,,This position will offer workplace flexibility e.g. working remotely or on site as needed/ desired during the week.Experience with digital product management.,
811,61,"SVP, Head of Consumer Revenue","Vox Media, LLC",,Emotional intelligence; ability to work well in a matrixed environment excellent communication and interpersonal skills.,
812,62,Product Designer (Remote),Corporate Headquarters,,"As a member of a collaborative, cross-functional team, you will help define the concrete, tangible aspects of a product, from look-and-feel to discrete…",
813,63,Senior Frontend Developer,The Recount,,We are looking for an experienced frontend software engineer with a focus on design and UX to build out our news product and internal CMS.,
814,64,Artistic Director,American Ballet Theatre (ABT),,"Internal Leadership & Management: The Artistic Director will partner effectively with ABT’s Executive Director and lead the organization’s artistic staff,…",
815,65,"eCommerce Associate, MLS",Fanatics Inc.,,Coordinate and collaborate with creative designers in the development of marketing assets.The eCommerce Associate is an entry level Business Management…,
816,66,new2022 Graduates - Career Development Program,Jerry,,"Using artificial intelligence, machine learning and bots, Jerry eliminates the need for long forms and phone calls while providing personalized services for all…",
817,67,User Experience Designer,Deloitte,,"As a User Experience Designer in Deloitte's Strategy & Analytics Hybrid Solutions & Incubation (HS&I) practice, you will play a critical role in designing the…",
818,68,Learning & Talent Development Manager,Shake Shack,,"Partners with an instructional designer and other SMEs to create materials for new Leadership Development programs, including facilitator guides and video…",
819,69,Exhibitions Designer,WRG,,"Designing engaging exhibition stands and environments both for the physical and virtual worlds.Working alongside other creatives, client teams, internal and…",
820,70,newDirector - Design System,ZM Financial Systems,,Define design guidelines and components libraries for other designers and UI developers.Moody’s Analytics provides financial intelligence and analytical tools…,
821,71,Packaging & Print Production Designer,"Amyris, Inc.",,"Developing production ready files for packaging, visual merchandising and print collateral collaborating with the Sr. designers and Creative Director to achieve…",
822,72,"Software Dev Engineer III, QuickSight Charting",Amazon.com Services LLC,,"2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.",
823,73,Business Development Director,SPX,,Gathering and analyzing market and customer intelligence to identify and quantify opportunities for growth and margin expansion in new and emerging markets.,
824,74,"Product Manager, Video",Paramount,,"Collaborate and align developers, designers, and partners to implement and handle product releases; direct QA efforts; and to grow ongoing third party…",
825,75,A&D Workplace Manager-New York,Allsteel Inc.,,"Contribute to strategy and solution development in sales pursuits through strategic sharing/applications of Allsteel’s thought leadership and toolkit,…",
826,76,Senior User Experience Designer,Moody's,,"Moody’s Analytics provides financial intelligence and analytical tools supporting our clients’ growth, efficiency and risk management objectives.",
827,77,Graphic Operator (Contractor),Bloomberg,,"This person will have a strong background in production, video/post production, motion graphics and animation.Proficient at Microsoft Office, Google Calendar.",
828,78,Senior Product Designer,Olo,,"You clearly articulate design decisions and build strong relationships with designers and partners.Design clean, intuitive flows that set the vision for our…",
829,79,"Product Manager, Flows (Multiple Levels)",HyperScience,,"As a Product Manager\*, you will partner with a fully staffed squad of an Engineering Manager, backend and frontend engineers, and product designers.",
830,80,"Executive Editor, Financial Services",Dow Jones,,"The executive editor will work closely with writers, creative directors, integrated marketers, designers and developers to create custom content marketing…",
831,81,"Program Manager, ADSP Supply Core",Amazon.com Services LLC,,"Basic understanding of technical integration of concepts, and the ability to build relationships with marketing & product managers, sales stakeholders, dev…",
832,82,Frontend Engineer,Temboo,,"Temboo has been adopted as a teaching tool by over 150 universities worldwide, in courses ranging from traditional CS and engineering, to digital art and urban…",
833,83,Sr. Content Designer (Remote),Corporate Headquarters,,"Experience working with designers, product managers, and researchers.Additionally, they are able to translate concepts centered around data analytics, advanced…",
834,84,Product Manager,ACS Group,,"Has worked in a role which requires strong balance between strategic and tactical intelligence.This person will work with engineers, designers, and…",
835,85,Business Intelligence Developer/Analyst (US),CluePoints,,At least 2 years of professional experience with a BI software product as a report/dashboard designer.Our products enable both risk planning and operational…,
836,86,UI Designer,"Analytic Partners, Inc.",,The mission of the Product department is to build business intelligence applications to solve practical marketing analytics problems.,
837,87,Product Manager,Wework,,You have high emotional intelligence to relate your products to customer needs.The Marketing Technology team will join forces with the WeWork Marketing…,
838,88,Deputy Director - Manhattan Family Jusitce Center,NYC Office Of The Mayor,,"Constituent Services & Community Programs (257).Public Safety, Inspections, & Enforcement (231).Mayor's Office of Contrac.",
839,89,UX Lead,Level Studios,,"Experience working in a highly collaborative environment with strategists, graphic designers and web developers.5+ years in a UX Design role.",
840,90,newDirector-Product Development,Amex,,"Ability to inspire and motivate large teams of product managers, designers, engineers and business partners.The role will focus on the Experience Evolution and…",
841,91,Creative Director,ClickDone,,High emotional intelligence and stress tolerance.Formal full-time UI/UX designer or developer experience.We’re looking for a seasoned creative director in New…,
842,92,Art Director,Dow Jones,,You will report to the deputy design chief for features and work with other designers to produce visually compelling and journalistically sound layouts and…,
843,93,Graphic Designer,Institutional Shareholder Services,,"Discovery Data, a business unit of Institutional Shareholder Services’ Market Intelligence (ISS MI), secures a better financial future for millions by offering…",
844,94,Graphic Designer - Contractor,"Amyris, Inc.",,"This is a full-time Graphic Designer position to help concept, develop, and execute new product launches, seasonal campaigns, digital, retail and social support…",
845,95,"Power, Utilities & Renewables - Geographic Information Syste...",Deloitte,,"Our practitioners work collaboratively within integrated, cross-functional teams to deliver comprehensive strategies and implementation program that help our…",
846,96,Machine Learning Engineer,Temboo,,You will be responsible for leveraging and advancing existing machine learning systems as you apply them to Temboo’s increasingly rich sensor data and device…,
847,97,Graphic Designer (Trim/Packaging) - Corp (Aeropostale/Lucky...,"SPARC Group, LLC",,Use trend intelligence and understanding of the current and historical business to design and execute specific categories.,
848,98,Capgemini Invent - Director - Banking (MarTech),Capgemini Invent,,"Demonstrates ability to drive blended teams of management consultants, experience designers, technology, data strategists, and implementation specialists to…",
849,99,newDigital Director,Kenzo,,"Experience required: Minimum 10 years.This person will lead the Digital development strategy and roadmap for the market, while being part of KENZO’s digital…",
850,100,Sr. Curriculum Program Manager,Amazon Advertising LLC,,"Identify opportunities for cross-product training, connecting product managers with content designers to create customer-centric curriculum.",
851,101,DevOps Engineer,Deloitte,,"You will maintain an internal cloud hosting environment for containerized Python microservices, multiple databases, high-throughput simulation outputs, and…",
852,102,"Sr. Director, Product Mgmt",Paramount,,"This role leads the strategic vision and roadmap working closely with stakeholders, designers, and engineers to define requirements; prioritize based on…",
853,103,User Experience (UX) Designer,Evoke Health,,2+ years experience as an user experience designer or information architect.The UX Designer at Evoke Health is responsible for the information architecture and…,
854,104,UX Designer,Siemens,,You care about our customers’ experience and have high emotional intelligence.You are a sophisticated UX Designer who can make 3D Simulation accessible to our…,
855,105,Senior Graphic Designer,BGC Partners,,"At times, the senior designer may direct the work of interns and/or graphic designers.Under limited supervision, uses knowledge of current graphic design…",
856,106,Senior A&D Manager-New York,Allsteel Inc.,,"Contribute to sales – local and regional wins – through solutions development, including needs analysis, product positioning, application consulting and…",
857,107,"Design Manager, Shared Platforms",Dow Jones,,"In this hand-on role, you will help support designers as well as directly contribute to solutions in a fast-paced environment.Hands on work as required.",
858,108,Senior Graphic Designer,"Amyris, Inc.",,"Take design from concept through execution, managing the work and ensuring timely delivery all while influencing stakeholders.",
859,109,"Android Engineer, Perception, 3+ Years Experience",Snapchat,,"Push the limits of mobile devices and work closely with designers to create great user experiences.Build performant, scalable, and creative products.",
860,110,"Power, Utilities & Renewables - Geographic Information Syste...",Deloitte,,"Our practitioners work collaboratively within integrated, cross-functional teams to deliver comprehensive strategies and implementation program that help our…",
861,111,"Technichal Business Analyst/Designer, Officer Level",State Street,,This position works closely Senior designers and business analysts to prepare Design documents for enhancements to RKS.Quick learner who can multitask.,
862,112,"newSenior Director, Machine Learning Experience Design",Capital One - US,,"5+ years experience managing teams of designers.As the RAI and Machine Learning Experience Design Director, you will be working with UX designers, product…",
863,113,ESG User Experience Designer,S&P Global,,"Grade ( relevant for internal applicants only ): 10.You will provide product design, prototyping, research and facilitation services for Sustainable1 desktop…",
864,114,"Executive Director, Planning & Yield","Vox Media, LLC",,Provide business intelligence to drive executive decisions.Vox Media's Revenue organization handles advertising and marketing partnerships with brands and…,
865,115,"Product Manager, Artificial Intelligence/Machine Learning",Facebook App,,"Facebook Product Managers in Artificial Intelligence (AI)/Machine Learning (ML) work with teams of engineers, state-of-the-art machine learning experts from…",
866,116,Senior Web Engineer,Dow Jones,,"Work closely with journalists, designers, data scientists, product managers and other engineers to build innovative solutions to current and future newsroom…",
867,117,Sales Reporting Analyst,theSkimm,,"Experience with SQL and proficiency with business intelligence tools (e.g, Looker, Tableau).We pull out all of the stops to get sh\*t done, whether that's…",
868,118,Technical Communications Designer,NBCUniversal,,Must be able to demonstrate emotional intelligence and judgment in complex and sensitive situations.The Technical Communications Designer is responsible for…,
869,119,"Senior Manager, UX Researcher - Upwise",MetLife,,Aid our business intelligence team by providing qualitive research to bolster their quantitative understanding.Reports to Upwise’s head of design.,
870,120,"Product Manager, Artificial Intelligence/Machine Learning",Facebook App,,"Facebook Product Managers in Artificial Intelligence (AI)/Machine Learning (ML) work with teams of engineers, state-of-the-art machine learning experts from…",
871,121,Senior Web Engineer,Dow Jones,,"Work closely with journalists, designers, data scientists, product managers and other engineers to build innovative solutions to current and future newsroom…",
872,122,Sales Reporting Analyst,theSkimm,,"Experience with SQL and proficiency with business intelligence tools (e.g, Looker, Tableau).We pull out all of the stops to get sh\*t done, whether that's…",
873,123,Technical Communications Designer,NBCUniversal,,Must be able to demonstrate emotional intelligence and judgment in complex and sensitive situations.The Technical Communications Designer is responsible for…,
874,124,"Senior Manager, UX Researcher - Upwise",MetLife,,Aid our business intelligence team by providing qualitive research to bolster their quantitative understanding.Reports to Upwise’s head of design.,
875,125,"Manager, Communications Design",IPG Mediabrands,,"Lead the best practice production of audience and communications data and intelligence for the development of the communications plan, utilizing relevant tools…",
876,126,Group Design Director,Fantasy,,"You’ll mentor and manage other designers, helping them advance and grow.Craft experiences that people love.You’ll help manage and build the East Coast design…",
877,127,"Product Manager, WSJ - Articles & Storytelling Formats",Dow Jones,,"Coordinate communication between developers, designers, and business stakeholders regarding goals, requirements, and growth expectations.",
878,128,"SVP, Group Creative Director (Beauty Brands)",Edelman,,"Ability to build and lead a team of art directors, copywriters and designers, while also effectively collaborating with other internal and external teams.",
879,129,Product Manager,Insider Intelligence,,"Partner with a team of engineers, designers, and product managers to deliver on company initiatives.We are looking for a data driven Product Manager who is…",
880,130,"Social Media and Blog Designer, AI Creative Design",Facebook App,,"The candidate will work closely with the creative director, producer, communications and marketing teams, product designers, and researchers at one of the world…",
881,131,Lead UX Researcher (Fully Remote),ADP,,Engineer Analyst Architect Data Scientist Application Developer Design Implementation Chief Principal Enterprise Specialist Infrastructure Research Development…,
882,132,QA Automation Level III,Casebook,,"What You’ll Do(Responsibilities):Formulate long term strategies for quality assurance testing,and analyze long term impactsLead decision making around selection…",
883,133,"AM - Institutional Marketing, Associate","JPMorgan Chase Bank, N.A.",,"Measurement and reporting-a strong interest in quantifying the success of marketing programs; ability to identify areas for evaluation, establish standard…",
884,134,Product Manager,Reorg Research,,3-5+ years of experience in product management; experience with Search a plus; experience with financial data and intelligence products a plus.,
885,135,Director - Design System,Moody's,,Define design guidelines and components libraries for other designers and UI developers.Moody’s Analytics provides financial intelligence and analytical tools…,
886,136,VP of Marketing,Copyleaks,,"Experience working and communicating with designers, copywriters, and website engineers to support/complete marketing driven projects.",
887,137,newManaging Strategy Consultant (Strategic Business Insights),IBM,,"As a Strategy Consultant at IBM, you will help reinvent businesses and industries by developing and utilizing specialized knowledge of industry-specific and…",
888,138,Project Manager,Studio Link-Arc,,A professional degree in Architecture from an accredited institution.Authorization to work in the United States.Experience working in Asia/China is a plus.,
889,139,Head of Content Strategy,"Jefferies & Company, Inc.",,"While there will be a team of designers and videographers to work with, the individual will need to be comfortable rolling up their sleeves and doing a lot of…",
890,140,Senior Communications Designer,IPG Mediabrands,,"In this role, you produce and analyze consumer, brand and marketing intelligence for the communications plan development.",
891,141,UX Designer,"Amazon Dev Center U.S., Inc.",,"3+ years of experience as a user experience designer, product designer, information architect, or similar role within a customer lifecycle of a data-driven…",
892,142,"newSr. Manager, Insights - Customer Success Operations",Salesforce,,3-yrs experience as a Tableau designer.Oversee the prioritization and delivery of business intelligence solutions to meet the demands of the Customer Success…,
893,143,Associate Digital Merchant - maurices,Maurices,,Has a keen knowledge of competitive and market intelligence both online and in brick and mortar stores.Participate in all key pipeline meetings including line…,
894,144,Backend Python Developer,Peraton Labs,,Collaborate with UX/UI designers to implement design into the code.Investigates the feasibility of applying scientific principles and concepts to potential…,
895,145,Senior Product Designer,CVS Health,,5+ years of experience crafting experiences for complex consumer-facing products or business intelligence tools.Solid understanding of WCAG best practices.,
896,146,Competitive Intelligence + Market Researcher - Entry Level,Global Furniture Group,,"Develop a network of competitive intelligence research vendors tasked with gaining key competitive information at an industry, manufacturer, and product level.",
897,147,Real World Evidence Consultant,Deloitte,,"Experience with agile business intelligence / analytics tools such as Tableau, Qlik, Spotfire, R Shiny.The ConvergeHEALTH Miner™ suite helps life science…",
898,148,Senior Project Manager,Edelman,,"Oftentimes at the center of complex initiatives, you will lead the integration of creative components from account, planners, designers, copywriters, producers,…",
899,149,UI/UX Designer,Accrete.AI,,We are looking for a Product Designer with experience in data visualization and enterprise-oriented product design.,
900,0,"Product Designer, Intelligence and Defense",C3 AI,,"We are looking for experienced Product Designers with exemplary research, visual, and service design skills to help drive our digital transformation mission in…",
901,1,newAssistant Designer,Gap,,Strong aesthetic intelligence with a passion for style and fashion that illustrates a balanced understanding of Gap and Yeezy brands.,
902,2,newSenior Designer,SafelyYou,,"This creative, artistic individual will partner on the concepting and creative execution of SafelyYou’s brand and promotional marketing and other materials in…",
903,3,Designer - Graphic Artist,WestEd,,The Early Childhood Integrated Systems and Policies team in WestEd’s Division 2 is seeking a talented and creative graphic designer to join their team and apply…,
904,4,"Photoshop Developer, Web",Adobe,,"Is a critical problem solver, who possesses strong analytical skills tempered with empathy and emotional intelligence.Familiarity with Web Assembly a plus.",
905,5,Product Designer,Zignal Labs,,"Collaborate with other designers, product managers, and engineering teams.Zignal’s Narrative Intelligence Cloud analyzes billions of digital stories in real…",
906,6,Senior Graphic Designer - CA or WA based,RUN Studios,,"RUN Studios and its client partner, a large online retailer headquartered in Seattle, are seeking an enthusiastic Sr.",
907,7,Visual Brand Designer,Gong,,"Mentor a small team of designers.Gong is looking for a passionate Visual Designer to join our creative marketing team, someone with a clean design aesthetic,…",
908,8,"Senior Product Designer, Internationalization",FullStory,,You have experience mentoring designers.Has 5+ years of experience as a product designer.This role reports to the Lead for Product Design.,
909,9,"newUX Researcher (NY, San Francisco, San Diego, Tempe, Arlingto...",Amazon.com Services LLC,,"Work with designers to define and refine personas, journey maps and blueprints for the organization.Coach or consult designers on how to conduct concept and…",
910,10,Creative Developer,OpenAI,,"Manage the day-to-day of the openai.com website, which pushes a million monthly unique page views.Maintain and grow a library of UI components used across…",
911,11,Production Designer,RUN Studios,,"RUN Studios and our client partner, a large online retailer headquartered in Seattle, are seeking an enthusiastic Production Designer to support our Retail and…",
912,12,Systems Engineer,iRhythm Technologies,,Come join our System Engineering group were you will be responsible of delivering innovating test solutions that improve the quality of our patients.,
913,13,"Sr Experience Designer, AI and Innovation",Adobe,,"Think strategically with foundational expertise in systems design, shaping modern interfaces in the context of the Acrobat ecosystem.",
914,14,"Staff Technical Writer, Data Ingest",Splunk,,General knowledge of business intelligence tools and data analytics.Experience collaborating with user experience designers to build helpful in-product user…,
915,15,newSenior Designer (contract),(add)ventures,,"This designer will be responsible for supporting our art directors, designers and other cross disciplinary team members as needed.",
916,16,Project Manager - Health Design and Construction BCH-Oakland,University of California San Francisco,,"Planners, designers, administrators, contractors, inspectors, and others work together to meet the needs of UCSF clients.Job Code and Payroll Title.",
917,17,Client Engineering - Designer (REMOTE - West Coast),IBM,,"At least 2 years in a Lead Designer role with the ability to articulate the value of design to non-designers, support non-designers in making make their way…",
918,18,Product Video/Motion Producer Designer,NOKIA,,Nokia Design team leads and maintains our corporate positioning including brand and messaging as well as provides a range of shared services to the rest of the…,
919,19,Assistant Project Manager: BCH-Oakland,University of California San Francisco,,"Planners, designers, administrators, contractors, inspectors, and others work together to meet the needs of UCSF clients.Issue contracts and purchase orders.",
920,20,Facilities Manager,University of California San Francisco,,"Planners, designers, administrators, contractors, inspectors, and others work together to meet the needs of UCSF clients.Job Code and Payroll Title.",
921,21,"Director, User Experience Research, Search Experiences",Google,,"Experience working with designers, product managers, and engineers.In this role, you will apply your passion for insights, market intelligence, and product…",
922,22,Technical Program Manager,Disney Streaming,,"Work closely with software developers, product managers and UX designers to craft best-of-class data exploration experience.",
923,23,"Sr. Machine Learning Engineer, Behavior Authoring, AI@Unity",Unity Technologies,,Machine Learning Agents - Train and embed intelligent agents using pioneering deep reinforcement learning technology.,
924,24,newVisa Garage Growth Marketer,Visa,,"We are a team of entrepreneurs, designers, engineers, product developers and creators looking to build ambitious new ventures.",
925,25,"newData Analytics Developer, Customer Success - 23850",Splunk,,You will be a designer and implementer of key metrics and analytics for the Customer Success organization.REMOTE INITIALLY BUT WILL MOVE TO HYBRID.,
926,26,Sr Product Designer,Exabeam,,"5+ years work experience as a designer working on shippable products.Mentor and coach other designers, both visual and interactive, to design and evangelize…",
927,27,new2022 Graduates - Career Development Program,Jerry,,"Using artificial intelligence, machine learning and bots, Jerry eliminates the need for long forms and phone calls while providing personalized services for all…",
928,28,newPrincipal Machine Learning Scientist - Data and AI Platform...,Visa,,"Define an R&D agenda around machine learning, artificial intelligence, and modeling capabilities to ensure we will stay leading edge.",
929,29,Sr. Product Designer,Ripple,,"Mentor designers within Ripple’s centralized design organization.Takes on the detailed aspects of visual design such as icon design and illustration, or can…",
930,30,Design Lead,Fantasy,,"As a hands-on designer with a meticulous eye for detail, you’ll help oversee the work to ensure it is realized with incredible creativity and expert…",
931,31,Software Engineering Manager - Platform,Sofar Ocean,,"You will collaborate with a top-notch team of engineers, ocean scientists and product designers to translate user needs into robust infrastructure and systems…",
932,32,UX Designer — Voice of the Customer Heartbeat,Amazon.com Services LLC,,"4+ years experience as a user experience designer, interaction designer, or similar role.A designer who can create elegant interfaces and visualize data.",
933,33,Product Designer,JLL,,Working with senior designers and product managers to define and prioritize features needed to create great user experiences.,
934,34,"Software Engineer III, iOS, Fitbit",Fitbit,,"Collaborate with clinical team, UX designers and researchers, and project managers to improve medical care and refine the team's products.",
935,35,Customer Success Management Consultant,Accenture,,"Artificial intelligence and front-end digital platforms.Have hands on experience with artificial intelligence, machine learning and conversational design.",
936,36,"Sr. Software Engineer, Behavior Authoring and Training",Unity Technologies,,"Creators, ranging from game developers to artists, architects, automotive designers, filmmakers, and others, use Unity to make their imaginations come to life.",
937,37,Front-End Engineer,Unity Technologies,,"Creators, ranging from game developers to artists, architects, automotive designers, filmmakers, and others, use Unity to make their imaginations come to life.",
938,38,newLead Application Developer,Aspiranet,,"Work as a lead in a development team including off-shore team members by assisting other developers, analysts, and designers in conceptualizing and developing…",
939,39,"Design Manager, Brand Design","Grammarly, Inc.",,"This role will be responsible for building and nurturing a fantastic team of designers, helping us deliver a product vision to solve complex communication…",
940,40,Project Management Analyst,University of California San Francisco,,"Planners, designers, administrators, contractors, inspectors, and others work together to meet the needs of UCSF clients.Knowledge of Oracle Primavera/Unifier.",
941,41,Principal Product Designer - AI Toolchain,Microsoft,,"Partner with product management, software engineers and other designers to deliver thoughtful design solutions.Prior entrepreneurial experience is a plus.",
942,42,UX Lead,Level Studios,,"Experience working in a highly collaborative environment with strategists, graphic designers and web developers.5+ years in a UX Design role.",
943,43,"Bloomberg Data Engineer, DataSF (1043)",City and County of San Francisco,,"Experience using business intelligence tools (e.g. PowerBI, Tableau) to develop visualizations.The Mayor’s Office of Innovation is a new team working on…",
944,44,"Sr. Product Manager, Catalog Intelligence",Shipt,,"At Shipt, we are transforming the grocery shopping experience and giving time back to consumers.In a realtime on-demand marketplace, who is strategic in making…",
945,45,Accessibility Copywriter,WestEd,,"Collaborate with designers, content writers, digital strategist, 508 compliance specialists, and other professionals.",
946,46,Language and Front End Design Engineer,SiFive Inc,,"Write excellent documentation, tutorials and help train experienced hardware designers and verification engineers in new techniques.",
947,47,"newSr. Manager, Insights - Customer Success Operations",Salesforce,,3-yrs experience as a Tableau designer.Oversee the prioritization and delivery of business intelligence solutions to meet the demands of the Customer Success…,
