,Unnamed: 0,title,company,location,salary,summary
515,134,Sr. Software Engineer - Frontend - Consul Core,HashiCorp,"Remote in Los Angeles, CA",,"Collaborating with product designers on shaping user flows during the design process.We develop tools for service discovery, config management, and health…"
516,135,Sales Engineer,Yext,"Los Angeles, CA",,BA/BS degree or similar college level education; MBA is a plus.Sales and/or pre-sales experience with SaaS/Cloud products; experience in a marketing…
517,136,Full Stack Software Engineer,mPulse Mobile,"Hybrid remote in Los Angeles, CA 91436",,B.S or equivalent experience in technology related field such as Computer Science or Computer Engineering.Experience with Nomad/Hashisuite or similar (such as…
518,137,Senior Data Scientist,Experian,"San Diego, CA 92130 (Carmel Valley area)",,Identify/develop appropriate machine learning/deep learning/natural language understanding/natural language processing techniques to uncover the value of the…
519,138,"Director, Center for Information Systems & Technology",Claremont Graduate University,"Claremont, CA 91711 (The Claremont Colleges and Affiliated Institutions area)",,"Applications (or nominations) require a curriculum vitae, as well as personal statements on administration and leadership, scholarship, and future vision, plus…"
520,139,"Director, Enterprise Sales",Yext,"Los Angeles, CA",,"BA/BS degree or similar college level education; in lieu of degree, relevant skills or equivalent experience.Develop and manage strong relationships within our…"
521,140,Solutions Engineer - Channel,Soul Machines,"Remote in Los Angeles, CA",,"5+ years of experience in a pre-sales or customer facing role for enterprise software.Define, develop and manage a partner services enablement strategy,…"
522,141,Senior Data Scientist (Remote),Sureprep LLC,"Irvine, CA 92614 (San Joaquin Marsh area)",,"This will involve applying extensive machine vision, natural language processing, and supervised learning approaches to create end state production models."
523,0,"Senior Consultant, Natural Language AI Services",AWS EMEA SARL (UK Branch),Hybrid remote in London,,"Drive the creation, adoption, and evolution of reusable customer offerings related to natural language-based solutions and conversational interfaces."
524,1,Conversation (AI) Designer - Fjord,Accenture,London,,"Your previous experience might include writing Written conversational tone of voice, or brand guidelines.Perhaps you’ve created skills for voice assistants…"
525,2,newConversational UX Designer,"JPMorgan Chase Bank, N.A.",London,,"Demonstrated experience designing conversational agents and/or voice-activated user interfaces.A background in interaction design for products or services,…"
526,3,frog - Midweight Service Designer,Capgemini Invent,London,,Design new services from scratch.Experience of service design work that goes beyond the strategy and includes piloting and taking services live would be nice…
527,4,AI Chatbot Specialist,Computacenter,Hatfield AL10,,Managing pre-sales requests and providing consultancy services.Conduct market research to determine the potential of products and services.
528,5,"Senior Product Manager - Conversational AI, Amex Digital Lab...",Amex,Hybrid remote in London,,"Passion for digital customer service and membership.Working knowledge of the Conversational AI & Messaging space, including natural language processing…"
529,6,Designer,Prophet,London,,"Formal design training from a college or university.Knowledge or experience with animation is a plus, but not required."
530,7,Junior Legal and Product Specialist,Robin AI,Hybrid remote in London,,"You may be searching for your first legal role out of university, or you may have had a couple of years of paralegal experience within law firms or companies."
531,8,Senior Content Designer,Unit4,London,,"Bachelor's degree in English, Psychology or related fields desired.Experience researching, designing and testing content experiences at a senior or lead level…"
532,9,London - Long Term Internship 2022 - Data & AI Lab,BNP Paribas,London,,"Strong knowledge of Machine Learning techniques (classification, regression, natural language processing via standard statistical models or neural network)."
533,10,"2022 Applied Science Internship - Machine Learning, Automate...",Amazon Dev Centre (London) Ltd,London,,"Experience programming in Java, C++, Python or related language.Enrolled in a PhD or Master's degree in Engineering, Computer Science, Machine Learning,…"
534,11,Senior Brand Designer - Remote Europe,Typeform,Remote in London,,"Experience of multi-channel marketing campaigns, for global SAAS or scale-up companies, or great startups.You'll report to our Sn."
535,12,"Knowledge Engineer, Alexa AI",Evi Technologies Limited,London,,"Bachelor’s degree (or equivalent), in a quantitative or analytical field.Identify new content opportunities and fill gaps in Alexa’s capabilities by localizing…"
536,13,Data Scientist,Ralph Lauren,London,,Luxury or fashion sensibility.Relevant experience in Data Science including applied statistics and machine learning techniques (supervised and unsupervised…
537,14,newMachine Learning Engineer,PwC,London,,Scale out natural language processing models that identify climate change disclosures so that they can make billions of predictions across annual reports.
538,15,Applied AI / ML Lead - Solutions for Digital & Platform Serv...,"JPMorgan Chase Bank, N.A.",London,,"Expertise with deep learning, tree-based ensembles and / or natural language processing (NLP).Strong ability to develop and debug in Python or similar…"
539,16,frog - Product Designer (Public Sector),Capgemini Invent,London,,Degree in Digital Product Design or a related design or behavioural science discipline.Document solutions to establish design language systems that influence…
540,17,AI/ML Embedded Engineer-2,GSK,Brentford,,"Masters or PhD in Computer Science or Applied Math, undergraduate studies in Computer Science and relevant graduate studies in the life sciences with a focus on…"
541,18,Tech Writer,Expedia Group,London EC1V,,"Write well with a solid foundation in the English language, including spelling, punctuation, and grammar.Work collaboratively with teams of product managers,…"
542,19,newSoftware Engineering Associate - AI Research Technology,"JPMorgan Chase Bank, N.A.",London,,"Extensive programming skills in Python, Java or C++.Expertise in one or more specialized areas; e.g., deep learning (DL), reinforcement learning (RL), planning…"
543,20,"Software Development Manager, Alexa AI Information",Evi Technologies Limited,London,,"Competent in a development language (e.g. Java).Degree in Computer Science, Engineering or a related Technical field.5+ years of people management experience."
544,21,"Software Development Engineer, Alexa AI Information",Evi Technologies Limited,London,,"Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design.Work closely with science and product."
545,22,"Senior Manager, Customer Service Transformation Specialist,...",Deloitte,London,,"Relevant experience or relevant management experience, in at least two of the following: Developing and designing customer service journeys and digital…"
546,23,newSoftware Engineer,PwC,London,,Exposure to other programming languages (such as Java).Experience working with data pipelining technology (using technologies such as Beam or Kafka).
547,24,Applied AI/ML Engineer - Associate,"JPMorgan Chase Bank, N.A.",London,,Masters degree in a quantitative or computational discipline.Collaborate with software engineering team to design and deploy Machine Learning services that can…
548,25,newCatastrophe Risk Consultant,Extreme Event Solutions,London,,"As a member of Extreme Event Solutions consulting and client services team based in London, you will provide services to our London and international insurance…"
549,26,Product Manager,PwC,London,,"Designing, measuring, and analysing factors that may have an impact on your product or service including seeking opportunities."
550,27,"Machine Learning Scientist, Alexa AI Knowledge - London",Evi Technologies Limited,London,,"PhD with specialization in machine learning, natural language processing or computer vision.Experience programming in Java, C++, Python or related language."
551,28,"Research Engineer, Text-to-Speech and Evaluation",Google,London,,"Master's degree in Computer Science, a related field, or equivalent practical experience.PhD in Computer Science, Psychology, Linguistics, or a related subject…"
552,29,AI Researcher (Fairness) - Executive Director / Vice Preside...,"JPMorgan Chase Bank, N.A.",London,,"Masters degree or PhD with relevant work experience in Computer Science, Statistics, Engineering or related fields.Morgan but also to the broader AI community."
553,30,Data Engineering Lead,Boston Hale,London,,"You have implemented or worked with a data orchestration framework.You're experienced with modern, cloud-based architectures and APIs, and may even have worked…"
554,31,Data Scientist (Associate or VP) - Applied AI for Global Tec...,"JPMorgan Chase Bank, N.A.",London,,"Expertise as a generalist and specialization in one of the following machine learning and statistical learning frameworks such as: classification, regression,…"
555,32,Global Director – Professional Services Applications & Platf...,Arcadis,London,,"Bachelor’s degree or equivalent in architecture, engineering, computer science, business, or related discipline.Experience in driving strategic initiatives."
556,33,"newSenior Service Now Developer, TC",PwC,London,,Good understanding of web service architecture.How inbound and outbound web services (specifically REST) work within ServiceNow.
557,34,Applied AI Lead VP - Cross Functional,"JPMorgan Chase Bank, N.A.",London,,Experience with sophisticated statistical or econometrical models.Experience working in software development and adept at using the command line or Linux.
558,35,Lead UX Designer,EPAM Systems,London,,"Experience working with other interface paradigms including voice and conversational interfaces.At least 8 years’ experience with a focus on UX, ideally in an…"
559,36,Principal Product Manager – Language Weaver,RWS,London W2,,"2+ years of prior experience working with ML/NLP and/or BigData technologies.Bachelor’s Degree in Computer Science, Information Technology, or other relevant…"
560,37,Machine Learning Engineer,CGI,London,,"Alongside a competitive salary, we offer you our share scheme (3% + 3% matching) making you a member not just an employee."
561,38,Data Scientist,Red Sift,London W1F,,Experience working in real projects with natural language processing.Investigating the state-of-the-art methods in natural language processing (NLP) and…
562,39,Business Analyst,IQVIA,London,,(Prior clinical experience and/or heath data experience is a plus).Healthcare / Clinical Experience (Optional): Already familiar or eager to learn the Pharma…
563,40,Senior UX Designer,EPAM Systems,London,,"Experience working with other interface paradigms including voice and conversational interfaces.At least 5 years’ experience, ideally within agency or broad…"
564,41,Data Science Analyst,Diageo,London,,"Strong programming skills in languages such as Python, R.3-5 years experience & knowledge in Data Science or Machine Learning Algorithms."
565,42,newData Science Consultant - Artificial Intelligence Advisory,PwC,London,,Exposure to business or financial modelling.Industry Experience in one of our target sectors (e.g. Financial services).
566,43,Data Scientist Lead,EDF Trading,London,,Previous experience working within energy trading or capital markets or financial institutions.Demonstrated experience in data science languages and tools (in…
567,44,Marketing Managers,Pangaea Data,London,,Oversees current offerings and comes up with initiatives for new products or services.Works within the department budget to develop cost-effective marketing…
568,45,"Consultant/Senior Consultant, Data Scientist, Energy Resourc...",Deloitte,London,,Cloud Architecture or Engineering experience with emphasis on data and analytics services.Managing or developing relationships with key client stakeholders and…
569,46,"Senior Manager, Contact Centre Technologist, Deloitte Digita...",Deloitte,London,,"Experience in designing new (or transforming existing) customer journeys, either in marketing, sales or service, inbound or outbound, automated or human."
570,47,"Senior Manager, Content Design",Expedia Group,London EC1V,,"3+ years of experience as a manager in content design and/or UX content strategy on a UX or product design team, or equivalent experience leading others toward…"
571,48,newNLG Developer (Automation) UK,Fitch Group,London,,Join Emerging Technology team to implement natural language projects and scale out production of financial reporting.
572,49,Data Science Consultant,Capgemini Invent,London,,"Strong foundation in statistical modelling, natural language processing, time-series analysis, spatial analysis, and mathematical modelling methodologies."
573,50,AI Researcher - London,"JPMorgan Chase Bank, N.A.",London,,"Programming skills in Python, Java or C++.Strong expertise in one or more specialized areas; e.g., deep learning (DL), Reinforcement learning (RL), planning,…"
574,51,Research Associate (Meteorological / Climate data / Client f...,Extreme Event Solutions,London,,"Ability to code in languages such as SQL, R, Python will be beneficial.Prior experience in the visualisation and communication of risk e.g. via animations,…"
575,52,"(Senior) Consultant – Emerging Solutions (AI, Advanced Analy...",UBS,London,,Ideally 3-5+ years’ experience in delivering digital transformation projects preferably in a leading consultancy or an in-house consulting team in a large…
576,53,"Technical Account Manager, UK",Labelbox,London,,"Development experience in one or more of the following languages is a plus: Javascript, Go, Node, or similar.Continuously learn and improve skills in software,…"
577,54,(Senior) Data Science Consultant – Emerging Solutions (AI/ML...,UBS,London,,Academic degree and/or professional qualification in data science or similar subject.Ideally 2+ years’ experience in delivering data science projects…
578,55,Technical Product Manager,"JPMorgan Chase Bank, N.A.",London,,Basic understanding of AI/ML concepts through experience or coursework.Technical background or familiarity working with engineers towards building products is…
579,56,Client Partner,Aera Technology,London,,"Meet or exceed new ACV and customer revenue targets.We'll also consider individuals with: 5+ years as an industry practitioner, followed by 5+ years of Sales…"
580,57,newMachine Learning Engineer - ASR / Automatic Speech Recogniti...,Zoom,Remote in London WC1V,,"Experience with one or more of the following: Natural Language Processing, text understanding, classification, ranking systems or similar."
581,58,Frontend Developer,Spixii,London,,Impactful - We improve insurance services to better protect customers.Experience & background as a designer is a plus.Knowledge of Python and SASS is a plus.
582,59,newC12 Data Scientist,Citi,London,,"Qualification in Computer Science, Maths, Analytical or Technical discipline is required.Candidate must have several years of experience in Scala, Spark,…"
583,60,"newSenior Mendix Developer, TC",PwC,London,,Experience as a designer or front-end developer.Mendix Rapid or Advanced Developer certification.Knowledge in object oriented or model driven development.
584,61,"Data Science Consultant, TC",PwC,London,,Develop natural language processing models to identify climate change disclosures in annual reports for a major regulatory body.
585,62,DevOps Engineers,Kaluza,London,"£62,500 - £91,500 a year","Experience in scripting languages and automation practices.Progressive leave policies with no qualifying service periods, including 26 weeks full pay if you…"
586,63,Experienced Quantitative Researcher,BNP Paribas,London,,"Master or PhD degree qualification in mathematics, statistics, physics, engineering or finance/econometrics.Master degree or PhD qualification from a top tier…"
587,64,Machine Learning Scientist Intern - Masters/PhD,Expedia Group,London EC1V,,"Must-have: Python and/or Scala, SQL.Knowledge and experience in one or more database technologies, including SQL and other relational databases, no-SQL, and…"
588,65,Senior Data Engineer,Deltabase,London,"£45,000 - £65,499 a year","Proficiency in another object-oriented programming language and / or scripting language i.e.Data de-duplication with textual data, fuzzy matching and natural…"
589,66,"Senior Business Development Manager, AI/ML Frameworks",AWS EMEA SARL (UK Branch),London,,"Business and/or technical degree required.MBA or equivalent relevant business experience.In this role, you will work closely with customers to understand the…"
590,67,"Director of Product, Text Analytics",LSEG (London Stock Exchange Group),London,,"Major advances in natural language processing, “NLP”, achieved due to increases in processing power, data availability, open source and new techniques enable…"
591,68,Senior Knowledge Graph Researcher,Samsung Electronics,Hybrid remote in Staines-upon-Thames,,"Experience with natural language processing methods.Programming proficiency in Java and/or Python.A PhD or equivalent experience in Computer Science,…"
592,69,Lead Data Scientist,CogX,Hybrid remote in London W1B,"£120,000 - £150,000 a year","Experience of research or innovative product development using natural language processing.MSc or PhD in Computer Science, 5+ years of experience, Mathematics…"
593,70,(Senior) Project Manager / Team Lead – Emerging Solutions (A...,UBS,London,,Actively drive the development and expansion of Emerging Solutions and its service offerings to align with the business needs of today and the future.
594,71,"Sr. Product Manager Tech, Alexa Shopping Tech",Amazon Dev Centre (London) Ltd,London,,"Experience with Machine Learning, natural language or voice-based products (not mandatory).Experience in technical product management, program management or…"
595,72,"Senior Manager, Sales Transformation Specialist, Deloitte Di...",Deloitte,London,,"Relevant experience or relevant management experience, in at least two of the following: Developing and designing customer service journeys and digital…"
596,73,"Sr. SDM, Alexa Visual Intelligence",Amazon Dev Centre (London) Ltd,London,,MBA or Master’s degree.Bachelor’s degree or higher with a technical discipline.Drive dialog with engineering teams and program management across multiple…
597,74,newSenior Technical Project Manager - Data Analytics Technology,"JPMorgan Chase Bank, N.A.",London,,Basic understanding of Enterprise technology at scale and/or AI/ML concepts through experience or coursework.7+ years of project management experience building…
598,75,Business Critical Support Engineer,Smarsh,London EC1A,,"Bachelor’s Degree or higher in in Software Engineering, Computer Science, or related field.Provide consultation and training services as contracted by…"
599,76,NLP Research Engineer,KPMG,London,,"BSc (ideally MSc or PhD) in Computer Science, Statistics, Engineering or similar technical field.3+ years of experience in AI, data science, data engineering…"
600,77,Full Stack Web Developer,Pangaea Data,London,,The company’s product has demonstrated that it is able to find the right patient cohorts at 50x speed and 30% higher accuracy when compared to alternative…
601,78,ML Engineer,Sky,Hybrid remote in Isleworth,,"Use speech recognition, natural language processing and computer vision techniques to explore large unstructured datasets and train machine learning models for…"
602,79,Solutions Architect,Pangaea Data,London,,"With university qualification (Bachelors or Masters or Doctorate) who have completed at least three years of university study in Computer Science, Medical…"
603,80,Senior Product Designer,Oxygen Digital Recruitment,London,,"At least 5 years’ experience in product design ideally within SaaS or even better AI / NLP driven products.Work closely with various teams, stakeholders, and…"
604,81,Backend Python Engineer,Client Server,London,,"Degree educated in Computer Science or similar (2:1 and above).A typical day for you might include keeping up to date with the latest technology trends,…"
605,82,"Technology, Media & Telecommunications (TMT), Senior Manager...",Deloitte,Remote in London,,"Experience in designing new (or transforming existing) customer journeys, either in marketing, sales or service, inbound or outbound, automated or human."
606,83,"Technical Implementation, Senior Consultant, Charles River D...",State Street,London,,"Exposure to working in Financial services; front- or middle-office, or fund management business areas ideal.Provide technical consultancy services for systems…"
607,84,Solutions Engineer UK (Backend Specialist),Squirro,London,,Unstructured data on a previous project or role.Other languages are welcome (e.g. German).Experience working with application development using micro-services…
608,85,"Knowledge Engineer with Arabic, Alexa AI, Alexa AI",Evi Technologies Limited,London,,"Bachelor’s degree (or equivalent), in a quantitative or analytical field.Identify new content opportunities and fill gaps in Alexa’s capabilities by localizing…"
609,86,"newSenior Salesforce Developer, TC",PwC,London,,Salesforce Administrator and/or Developer Certified.Did you know PwC offer flexible contract arrangements as well as contingent work (ie temporary or day rate…
610,87,Senior Engineer,Samsung Electronics,Hybrid remote in Staines-upon-Thames,,"Bachelor or higher degree in Computer Science, Electronics, Natural Science, Mathematics, Engineering or a related discipline."
611,88,NLP Engineer,Oxygen Digital Recruitment,Remote in London,,"Familiarity with AWS cloud services (e.g. SageMaker, API Gateway).Completing / recently completed a graduate-level degree in computer science or a related…"
612,89,"Software Development Engineer, Text-To-Speech Voices & Langu...",Evi Technologies Limited,London,,"Knowledge of speech technologies and natural language processing.Taking a proactive approach to repeatable tasks, looking for ways to replace them with self…"
613,90,Manager - Full stack engineer,EY,London E14,,"Programming languages (pref Java 8 onwards) and developing REST services using Spring boot, node.Js.A natural technical pilot that is proficient in explaining…"
614,91,"Senior UX Designer, Alexa Shopping",Amazon Dev Centre (London) Ltd,London,,"A bachelor's degree in design, interaction or a related UX degree, or commensurate industry experience.Experience designing multimodal product experience, and…"
615,92,"Manager, Artificial Intelligence, Data Risk Analytics, Risk...",Deloitte,London,,Or equivalent and/or relevant professional qualification and/or significant relevant consulting/industry expertise.Cloud-based architecture and deployment;
616,93,"Technology Consultant, EMEA",Wunderman Thompson,London,,"Bachelor's degree or equivalent (Computer science, Computer technology, Information systems or similar).If not GCP certified, you will need to be AWS or Azure…"
617,94,Senior Java Backend Engineer - Bitpanda Pro,Bitpanda,Remote in London,,"Design and develop scalable, resilient, message-driven services using Java programming language.Nice to have: experience integrating third party payment and /…"
618,95,Appian Architect,KPMG,London,,"Already have, or be eligible for, SC Clearance.Experience with cognitive services integrations (Azure, Google, IBM).Service Line: Tech Digital Lighthouse."
619,96,Manager - Machine Learning Engineer,EY,London E14,,Overall minimum 10+ years of Overall relevant experience with 1-2 years of experience as Lead Data Scientist or Manager Data Science in consulting or any other…
620,97,Forward-deployed Lead Data Engineer,Boston Consulting Group,London,,Masters degree or PhD in computer science (or in a highly related area).Previous consulting experience and/or strong leadership positions.
621,98,Cloud Engineer/AWS & .Net,Prism Digital,Temporarily Remote in London,,"Experience building things with a variety of AWS services - EC2 and Lambda most important.You will be equiped with a high-spec laptop you start, with a choice…"
622,99,"Manager, Machine Learning Architect, AI & Data, Consulting,...",Deloitte,Remote in London,,Familiarity with Kubeflow or mlflow.Familiarity with the latest Natural Language Processing or Computer Vision related algorithms.
623,100,"Senior Machine Learning Scientist, Alexa AI Knowledge - Lond...",Evi Technologies Limited,London,,"PhD with specialization in machine learning, natural language processing or computer vision.Experience programming in Java, C++, Python or related language."
624,101,Senior Consultant - Machine Learning Engineer,EY,London E14,,"Js/Java or web technologies will be added advantage.2+ years professional experience in software development in languages like Python, spark."
625,102,Senior Software Development Engineer (Amazon Text-to-speech)...,Evi Technologies Limited,London,,"Knowledge of speech technologies and natural language processing.Proficiency one or more modern programming language (Java, C/C++, C#)."
626,103,Senior AI Software Engineer,"JPMorgan Chase Bank, N.A.",London,,"Extensive programming skills in Python, Java or C++.Expertise in one or more specialized areas; e.g., deep learning (DL), reinforcement learning (RL), planning…"
627,104,DevOps Engineer,ADLIB,London,,"By teaching machines to understand natural language and hold human-level conversations, they help businesses to transform their customer experience, create…"
628,105,Data Science Manager,KPMG,London,,"BSc (ideally MSc or PhD) in Computer Science, Statistics, Engineering or similar technical field.5+ years of experience in AI, data science, data engineering…"
629,106,Senior PR Manager – EMEARC,Wood Mackenzie,London,,"Extensive PR experience within a B2B professional services environment, PR agency or working client-side.Proven experience as a PR manager or similar."
630,107,Senior MLOps Engineer,EPAM Systems,London,,"Use MLOps tools to validate, deploy and monitor models for example AzureML or MLflow or similar.You are a natural problem-solver who can navigate between…"
631,108,Global Technology Director - Key &Local Engineering Applicat...,Arcadis,London,,"Bachelor’s degree or equivalent in architecture, civil engineering, computer science, business, or related discipline."
632,109,"Senior Applied Research Scientist, NLP",Thomson Reuters,London E14,,Extensive academic or industry experience building ML or NLP systems with the demonstrated ability to translate cutting edge research into working applications.
633,110,Software Developer Python,Client Server,London,,"Degree educated in Computer Science or similar (2:1 and above).A typical day for you might include keeping up to date with the latest technology trends,…"
634,111,Data Science Consultant - Associate / Senior Associate,Apollo Solutions,London,,"Industry Experience in one of our target sectors (e.g. Financial services).Strong academic excellence in a computer science, business,Â and/or analytics…"
635,112,"Domain Architect London, United Kingdom Information Technolo...",Philip Morris International,London,,"Enterprise Architecture Tools such as Archimate, Orbus or LeanIX.Experience with SCRUM and SAFe methodology and/or following an agile approach."
636,113,"Senior Data Architect London, United Kingdom Information Tec...",Philip Morris International,London,,Solid understanding of one or more modern programming languages used in machine learning and deep learning APIs such as Python or Java.
637,114,Assistant Manager - Data Scientist (D grade),KPMG,London,,"BSc (ideally MSc or PhD) in Computer Science, Statistics, Engineering or similar technical field.3+ years of experience in AI, data science, data engineering…"
638,115,Digital Audit - Data Scientist Senior Associate,PwC,London,,"PhD/Post Doc or experience of Degree in Computer science, Machine learning or Data science.Experience of working cloud services for e.g Microsoft Azure, Google…"
639,116,newSenior Data Scientist,GSK,Brentford,,"Have a practical understanding of machine learning, Deep Learning and natural language understanding/processing or speech recognition."
640,117,newSenior ML Engineer,GSK,Brentford,,"Knowledge of productionising machine learning, Deep Learning and natural language understanding/processing models."
641,118,Senior Software Engineer - Machine Learning - TR Labs,Thomson Reuters,London E14,,"Extensive software engineering experience, ideally in the context of machine learning and natural language processing."
642,119,Conversation Designer,Flo Health,Hybrid remote in London,,Creating/optimising Health Assistant dialogues and any embedded content that solves a user problem or need.Working with the Product Manager and Content Lead to…
643,120,Staff Product Designer,Intercom,London,,Work closely with other product designers on the team to support them as they clarify the problem they are solving and define the best solution for that problem…
644,121,CTO,Provar Testing,Remote in London,,"A minimum of a bachelor's degree in computer science (or similar), or equivalent experience.Competence with multiple programming languages, including Java and…"
645,122,Business Development Representative,Yext,London,,BA/BS degree or similar college level education.1+ years in the BDR function or relevant work experience.Research accounts and contacts to develop compelling…
646,123,Technical Content Designer (Technical Writer),Anaplan,London,,Working with enterprise business planning or financial data.3 days of paid leave every year to help support a charity or cause of your choice.
647,124,Project Manager (UK Based),conversationHEALTH,Remote in London,,"Bachelor’s degree in engineering, computer science or related field, or equivalent work experience.You will be working closely with Client Success directors to…"
648,125,Project Manager - Remote Europe,Typeform,Remote in London,,Experience in managing designers and other creatives.Forecast resourcing needs and identify over or under capacity.Experience working in agile environments.
649,126,SENIOR UX DESIGNER,Rehabstudio,Temporarily Remote in London E1,,"Experience designing for conversational interfaces.Creating user journey maps, service blueprints, reports.This is a key role within the business and you will…"
650,127,Business Development Director,Nexus Frontier Tech,London E1W,,Experience selling AI or automation solutions.Nexus Frontier Tech makes AI easy for organisations by using natural language processing to transform idle…
651,128,Account Executive,Affinity,London,,"Selling to financial services companies such as VC, CVC, and PE.In this role, you'll be responsible for building and closing a pipeline of net new accounts in…"
652,129,Associate Customer Success Manager,ThoughtSpot,Remote in London,,"You strive to provide excellent user experiences and service to our customers.Experience in a software company, an applications vendor, SaaS, or Data Analytics…"
653,130,Software Engineer,Yext,London,,"BS or above in Computer Science, a related field, or similar college level education.Our team includes Project Management, Creative, and Software Engineering…"
654,131,Software Engineering Manager (Engage),Intercom,London,,"We build solutions for conversational marketing, conversational support and conversational engagement through our business messenger, management tools and…"
655,132,Staff Engineer,Tractable,London,,Kubernetes and Docker to schedule and run our services.Working in a cross-functional team supporting the design and development of our bleeding edge platform…
656,133,Business Analyst & Change Manager,Intent HQ,London SW1Y,,Experience working with JIRA or similar tools.26 days holiday (increasing with service).Proficiency in Excel or other data processing and analytics tools.
657,134,Senior Account Manager,Nexus Frontier Tech,London E1W,,MBA or relevant business qualification.Outstanding written and conversational skills.Deep understanding of the financial services sector.
658,135,Senior Design Manager,Intercom,Remote in London,,"Helping to shape the future vision of products and driving strategic design work in exciting areas, such as conversational design, messengers, machine learning…"
659,136,Engineering Manager,Tractable,Temporarily Remote in London,,Someone with one or more years of experience managing Engineers.Strong backend programming skills (ideally fullstack) in any OO language.
660,137,Enterprise Account Executive,Eigen Technologies,London,,"Incorporate customer perspective, drivers, and product/service relevancy to deliver persuasive client presentations.Experience managing complex sales cycles."
661,138,Sales Engineer,ThoughtSpot,Remote in London,,"Experience with BI tools such as MicroStrategy, Tableau, Looker or similar.With ThoughtSpot's developer-friendly platform, customers can also embed consumer…"
662,139,Senior Software Engineer,Tractable Global,London,,Strong backend skills (in any object oriented language).This system will sit on top of our existing infrastructure and will provide a platform through which…
663,140,Senior Sales Engineer,Yext,London,,BA/BS degree required or similar college level education; MBA a plus.Sales and/or pre-sales experience with SaaS/Cloud products; experience in a marketing…
664,141,"Senior Client Success Manager, Enterprise",Yext,London,,"BA/BS degree or similar college level education.Blend of consulting, search, technological and/or display experience."
665,142,Senior Recruiter,Yext,London,,"BA/BS degree or similar college level education; in lieu of degree, ideally 5 years relevant work experience.Excellent verbal and written communication skills."
666,143,Amazon Connect Lead Developer,Uniting People,London,,"Well versed with AWS platform and technology services.Need to have some project management skills, or have led a team in the past and managed different…"
667,144,Software Engineer,Yepic AI,London W1K,,Experience with Celery or other job orchestration systems.Experience of using various database platforms (SQL or NoSQL).2+ year REST API experience.
668,145,"Software Engineer, Customer Engineering",Tractable,London,,Excellent coding skills using mainly object oriented programming languages (preferably Python and/or Typescript).Skills/experience we're looking for:
669,146,Senior Tools Backend Engineer (Remote - Europe),Typeform,Remote in London,,You have several years of professional experience as a Backend or Full Stack Engineer.You will report to Engineering Manager - Corporate.
670,147,Lead Data Engineer,Faethm,London WC2R,,You may have exposure to natural language processing models like BERT or graph convolution networks.Confident working with a range of cloud services on AWS and…
671,148,"Principal Delivery Manager, EMEA",Tractable,London,,"7+ years years experience in managing cloud-based or hybrid software implementation projects, ideally in a vendor or consultancy."
672,149,AWS Solution Architect with Amazon Connect,Tata Consultancy Services (TCS),London,,Well versed with AWS platform and technology services.Accountable for ensuring solution designs are aligned to enterprise architecture standards and principles…
673,0,"newConversational Commerce Product Manager, Business Messaging",Google,"Hybrid remote in New York, NY",,Experience with messaging platform and/or conversational commerce.Bachelor's degree or equivalent practical experience.
674,1,newBrand Designer (Remote),SnapTravel,"Remote in New York, NY",,"When in the office, enjoy daily snack services and unlimited coffee, tea, and other drinks.3-5 years in-house creative or agency creative experience (Bonus…"
675,2,Senior Brand Designer (Remote),SnapTravel,"Remote in New York, NY",,5 (or more) years in-house or agency creative experience (Bonus points for working within a startup environment).
676,3,Conversational AI Lead,Deloitte,"New York, NY",,Demonstrable experience designing and/or deploying voice and/or text-based conversational flows for virtual agents or virtual assistants.
677,4,"Conversation Designer, Assistant",Facebook App,"New York, NY",,2+ years experience shipping conversational experiences or AI products.Experience shipping at least 1 conversational or AI product.
678,5,Trustworthy AI Research Scientist,IBM,"Yorktown Heights, NY+1 location",,"Proven publication track record at top machine learning, speech, vision, or natural language processing conferences and/or high-impact scientific journals."
679,6,AI Manager,National University,"New York, NY 10170 (Midtown area)",,5 years’ experience designing and enhancing bots or other customer facing automated intelligence/machine learning and self-service experiences required.
680,7,"Natural Language Processing Specialist (AI), University of F...",Greater New York Metropolitan Area Chapter,"New York, NY",,"The position works with library colleagues, researchers, and educators from throughout the University of Florida community to create, identify, and evaluate…"
681,8,Data Scientist II - Algorithmic Justice Specialist,ACLU,"Remote in New York, NY 10004+1 location",,"Experience conducting causal inference using natural experiments, administrative data, or other observational methods."
682,9,"newMarketing Writer, Strategic Products",Wix,"New York, NY+1 location",,"A proficient English speaker with a passion for storytelling.You have several years of professional writing experience, including writing email funnels."
683,10,newApplied Scientist- AWS AI,Amazon.com Services LLC,"New York, NY+14 locations",,"Experience in building speech recognition, machine translation and natural language processing systems (e.g., commercial speech products or government speech…"
684,11,Communications Designer,NBCUniversal,"New York, NY 10112 (Midtown area)",,"Bachelor’s degree or equivalent, preferably with a focus in Design, Marketing, or Visual Communications.Animation or edit experience (After Effects, Final Cut)…"
685,12,Software Development Engineer - AI Natural Language,Amazon.com Services LLC,"New York, NY+13 locations",,Programming experience with at least one software programming language.Bachelor's degree in Computer Science or Electrical Engineering.
686,13,newTechnical Project Manager-Digital Data and AI Engineering -...,"JPMorgan Chase Bank, N.A.","New York, NY",,Basic understanding of AI/ML concepts through experience or coursework.Technical background or familiarity working with engineers and data scientists towards…
